client_ip,host,user_agent,request_count,first_seen_utc,last_seen_utc,high_signal_count,likely_false_positive_count,manual_review_count,distinct_methods,source_identity_boundary
100.86.166.134,da929f8.hu,Mozilla/5.0 (Kubuntu; Linux x86_64; rv:131.0) Gecko/20100101 Firefox/131.0,1,2025-08-16T21:27:42+00:00,2025-08-16T21:27:42+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/108.0 Safari/537.36",1,2025-08-16T12:09:58+00:00,2025-08-16T12:09:58+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/109.0 Safari/537.36",1,2025-08-16T12:11:13+00:00,2025-08-16T12:11:13+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/116.0 Safari/537.36",1,2025-08-17T01:59:55+00:00,2025-08-17T01:59:55+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/120.0 Safari/537.36",1,2025-08-17T01:59:47+00:00,2025-08-17T01:59:47+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/121.0 Safari/537.36",1,2025-08-16T23:32:01+00:00,2025-08-16T23:32:01+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/129.0 Safari/537.36",1,2025-08-16T21:19:39+00:00,2025-08-16T21:19:39+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Safari/103.0 Safari/537.36",1,2025-08-16T23:48:56+00:00,2025-08-16T23:48:56+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Safari/108.0 Safari/537.36",1,2025-08-16T19:41:46+00:00,2025-08-16T19:41:46+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh, Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",1,2025-08-16T12:08:54+00:00,2025-08-16T12:08:54+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh, Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.1 Safari/605.1.15",1,2025-08-17T01:34:38+00:00,2025-08-17T01:34:38+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh: Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",1,2025-08-16T12:58:26+00:00,2025-08-16T12:58:26+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:130.0) Gecko/20100101 Firefox/130.0,1,2025-08-17T00:23:09+00:00,2025-08-17T00:23:09+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0,1,2025-08-17T01:56:19+00:00,2025-08-17T01:56:19+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",1,2025-08-16T09:31:47+00:00,2025-08-16T09:31:47+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",1,2025-08-16T12:42:00+00:00,2025-08-16T12:42:00+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1,2025-08-16T14:48:54+00:00,2025-08-16T14:48:54+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",1,2025-08-16T12:57:37+00:00,2025-08-16T12:57:37+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15",1,2025-08-17T00:14:10+00:00,2025-08-17T00:14:10+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Safari/605.1.15",1,2025-08-16T12:01:14+00:00,2025-08-16T12:01:14+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",1,2025-08-16T11:26:26+00:00,2025-08-16T11:26:26+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Safari/605.1.15",1,2025-08-16T11:30:24+00:00,2025-08-16T11:30:24+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",1,2025-08-16T15:00:48+00:00,2025-08-16T15:00:48+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",1,2025-08-16T22:11:30+00:00,2025-08-16T22:11:30+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6,2 Safari/605.1.15",1,2025-08-17T01:37:00+00:00,2025-08-17T01:37:00+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",1,2025-08-17T01:07:48+00:00,2025-08-17T01:07:48+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",1,2025-08-16T22:26:42+00:00,2025-08-16T22:26:42+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",1,2025-08-16T21:40:19+00:00,2025-08-16T21:40:19+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",1,2025-08-17T00:14:19+00:00,2025-08-17T00:14:19+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",1,2025-08-16T14:43:31+00:00,2025-08-16T14:43:31+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Safari/605.1.15",1,2025-08-16T12:23:32+00:00,2025-08-16T12:23:32+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",1,2025-08-16T10:12:00+00:00,2025-08-16T10:12:00+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",1,2025-08-16T11:27:30+00:00,2025-08-16T11:27:30+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",1,2025-08-16T12:08:51+00:00,2025-08-16T12:08:51+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",1,2025-08-16T12:18:40+00:00,2025-08-16T12:18:40+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4.1 Safari/605.1.15",1,2025-08-16T21:37:53+00:00,2025-08-16T21:37:53+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.1 Safari/605.1.15",1,2025-08-16T22:02:32+00:00,2025-08-16T22:02:32+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",1,2025-08-16T21:24:27+00:00,2025-08-16T21:24:27+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.11 Mobile/15E148 Safari/604.1",1,2025-08-16T19:42:51+00:00,2025-08-16T19:42:51+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",1,2025-08-16T19:30:25+00:00,2025-08-16T19:30:25+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.7 Mobile/15E148 Safari/604.1",1,2025-08-16T19:41:17+00:00,2025-08-16T19:41:17+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.1",1,2025-08-16T12:41:47+00:00,2025-08-16T12:41:47+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1",1,2025-08-16T13:01:05+00:00,2025-08-16T13:01:05+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.50 (KHTML, like Gecko) Version/5.1 Safari/534.50",1,2025-08-16T23:10:49+00:00,2025-08-16T23:10:49+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/E7FBAF",1,2025-08-16T11:27:23+00:00,2025-08-16T11:27:23+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15",1,2025-08-16T12:14:44+00:00,2025-08-16T12:14:44+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1,2025-08-16T10:02:39+00:00,2025-08-16T10:02:39+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15",1,2025-08-16T22:16:48+00:00,2025-08-16T22:16:48+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_7_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",1,2025-08-16T10:25:49+00:00,2025-08-16T10:25:49+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 15_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15",1,2025-08-16T12:42:48+00:00,2025-08-16T12:42:48+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 15_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15",1,2025-08-17T00:39:12+00:00,2025-08-17T00:39:12+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-en) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",1,2025-08-16T21:12:57+00:00,2025-08-16T21:12:57+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (SS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",1,2025-08-16T21:42:20+00:00,2025-08-16T21:42:20+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (SS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",1,2025-08-16T14:54:45+00:00,2025-08-16T14:54:45+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (SS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",1,2025-08-16T21:56:40+00:00,2025-08-16T21:56:40+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (SS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",1,2025-08-16T12:41:43+00:00,2025-08-16T12:41:43+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,Mozilla/5.0 (SS; Linux i686; rv:120.0) Gecko/20100101 Firefox/120.0,1,2025-08-17T01:28:19+00:00,2025-08-17T01:28:19+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,Mozilla/5.0 (SS; Linux i686; rv:128.0) Gecko/20100101 Firefox/128.0,1,2025-08-16T12:12:56+00:00,2025-08-16T12:12:56+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (SS; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",1,2025-08-16T14:06:16+00:00,2025-08-16T14:06:16+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,Mozilla/5.0 (SS; Linux x86_64; rv:132.0) Gecko/20100101 Firefox/132.0,1,2025-08-16T10:48:13+00:00,2025-08-16T10:48:13+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Ubuntu; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",1,2025-08-16T21:07:20+00:00,2025-08-16T21:07:20+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Ubuntu; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",1,2025-08-16T13:43:29+00:00,2025-08-16T13:43:29+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Ubuntu; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",1,2025-08-16T14:31:48+00:00,2025-08-16T14:31:48+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Ubuntu; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",1,2025-08-16T12:37:40+00:00,2025-08-16T12:37:40+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,Mozilla/5.0 (Ubuntu; Linux i686; rv:127.0) Gecko/20100101 Firefox/127.0,1,2025-08-16T11:33:36+00:00,2025-08-16T11:33:36+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,Mozilla/5.0 (Ubuntu; Linux i686; rv:128.0) Gecko/20100101 Firefox/128.0,1,2025-08-17T00:41:08+00:00,2025-08-17T00:41:08+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,Mozilla/5.0 (Ubuntu; Linux i686; rv:134.0) Gecko/20100101 Firefox/134.0,1,2025-08-16T12:05:00+00:00,2025-08-16T12:05:00+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",1,2025-08-16T09:55:03+00:00,2025-08-16T09:55:03+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",1,2025-08-16T22:42:11+00:00,2025-08-16T22:42:11+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",1,2025-08-16T15:21:09+00:00,2025-08-16T15:21:09+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",1,2025-08-16T17:05:43+00:00,2025-08-16T17:05:43+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Safari/101.0 Safari/537.36",1,2025-08-16T15:36:52+00:00,2025-08-16T15:36:52+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Safari/107.0 Safari/537.36",1,2025-08-16T12:55:11+00:00,2025-08-16T12:55:11+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Safari/118.0 Safari/537.36",1,2025-08-17T00:27:22+00:00,2025-08-17T00:27:22+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",1,2025-08-16T11:27:08+00:00,2025-08-16T11:27:08+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",1,2025-08-16T22:42:35+00:00,2025-08-16T22:42:35+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",1,2025-08-16T14:31:55+00:00,2025-08-16T14:31:55+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",1,2025-08-16T14:34:58+00:00,2025-08-16T14:34:58+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299",1,2025-08-16T21:22:51+00:00,2025-08-16T21:22:51+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",1,2025-08-16T13:56:25+00:00,2025-08-16T13:56:25+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",1,2025-08-16T20:34:18+00:00,2025-08-16T20:34:18+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362",1,2025-08-16T21:08:18+00:00,2025-08-16T21:08:18+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,da929f8.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",1,2025-08-16T13:49:01+00:00,2025-08-16T13:49:01+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
